English,Japanese,Industry,TSE,Exchange,Source
Sanyo Shokai Ltd.,,Clothing,8011,XTKS,1WSJ
Sanyo Special Steel Co. Ltd.,,Iron/Steel,5481,XTKS,1WSJ
Sanyo Trading Co. Ltd.,,Wholesalers,3176,XTKS,1WSJ
Sanyodo Holdings Inc.,,Specialty Retail,3058,XJAS,1WSJ
Sanyu Co. Ltd.,,Iron/Steel,5697,XTKS,1WSJ
Sapporo Holdings Ltd.,,Alcoholic Beverages/Drinks,2501,XTKS,1WSJ
Sasakura Engineering Co. Ltd.,,Construction,6303,XTKS,1WSJ
Sata Construction Co. Ltd.,,Construction,1826,XTKS,1WSJ
Sato Foods Co. Ltd.,,Food Products,2923,XTKS,1WSJ
Sato Holdings Corp.,,Computers/Consumer Electronics,6287,XTKS,1WSJ
Sato Shoji Corp.,,Wholesalers,8065,XTKS,1WSJ
Satori Electric Co. Ltd.,,Industrial Electronics,7420,XTKS,1WSJ
Satudora Holdings Co. Ltd.,,Diversified Holding Companies,3544,XTKS,1WSJ
Sawafuji Electric Co. Ltd.,,Industrial Electronics,6901,XTKS,1WSJ
Sawai Group Holdings Co. Ltd.,,Pharmaceuticals,4887,XTKS,1WSJ
Saxa Holdings Inc.,,Networking,6675,XTKS,1WSJ
Saylor Advertising Inc.,,Advertising/Marketing/Public Relations,2156,XJAS,1WSJ
Scala Inc.,,Software,4845,XTKS,1WSJ
Science Arts Inc.,,Emerging Technologies,4412,XTKS,1WSJ
Scigineer Inc.,,Advertising/Marketing/Public Relations,6031,XTKS,1WSJ
Scinex Corp.,,Publishing,2376,XTKS,1WSJ
Scroll Corp.,,Mixed Retailing,8005,XTKS,1WSJ
Secom,セコム株式会社,,9735,,2WIKI
SecuAvail Inc.,,Software,3042,XJAS,1WSJ
Secure Inc.,,Precision Products,4264,XTKS,1WSJ
Seed Co. Ltd. (Tokyo)(7743),,Medical Equipment/Supplies,7743,XTKS,1WSJ
Sega Sammy Holdings,セガサミーホールディングス株式会社,,6460,,2WIKI
Segue Group Co. Ltd.,,Computer Services,3968,XTKS,1WSJ
Seibu Electric & Machinery Co. Ltd.,,Industrial Machinery,6144,XTKS,1WSJ
Seibu Holdings Inc.,,Diversified Holding Companies,9024,XTKS,1WSJ
Seigakusha Co. Ltd.,,Consumer Services,2179,XJAS,1WSJ
Seihyo Co. Ltd.,,Food Products,2872,XTKS,1WSJ
Seika Corp.,,Wholesalers,8061,XTKS,1WSJ
Seikagaku Corp.,,Pharmaceuticals,4548,XTKS,1WSJ
Seikitokyu Kogyo Co. Ltd.,,Construction,1898,XTKS,1WSJ
Seiko,セイコー株式会社,,8050,,2WIKI
Seiko Electric Co. Ltd.,,Industrial Electronics,6653,XTKS,1WSJ
Seiko Epson,セイコーエプソン株式会社,,6724,,2WIKI
Seiko PMC Corp.,,Chemicals,4963,XTKS,1WSJ
Seino Holdings Co. Ltd.,,Trucking,9076,XTKS,1WSJ
Seiren Co. Ltd.,,Clothing,3569,XTKS,1WSJ
Seiryo Electric Corp.,,Networking,4341,XTKS,1WSJ
Seiwa Electric Mfg. Co. Ltd.,,Industrial Electronics,6748,XTKS,1WSJ
Seiyu Group,西友グループ,,8268,,2WIKI
Sekido Co. Ltd.,,Clothing Retail,9878,XTKS,1WSJ
Sekisui Chemical Co. Ltd.,,Residential Building Construction,4204,XTKS,1WSJ
Sekisui House,積水ハウス,,1928,,2WIKI
Sekisui House REIT Inc.,,Industrial/Office REITs,3309,XTKS,1WSJ
Sekisui Jushi Corp.,,Building Materials/Products,4212,XTKS,1WSJ
Sekisui Kasei Co. Ltd.,,Chemicals,4228,XTKS,1WSJ
Sekonic Corp.,,Precision Products,7758,XTKS,1WSJ
Semba Corp.,,General Services,6540,XTKS,1WSJ
Semitec Corp.,,Precision Products,6626,XJAS,1WSJ
Senko Group Holdings Co. Ltd.,,Transportation Services,9069,XTKS,1WSJ
Senshu Electric Co. Ltd.,,Industrial Electronics,9824,XTKS,1WSJ
Senshu Ikeda Holdings Inc.,,Banking,8714,XTKS,1WSJ
Senshukai Co. Ltd.,,Mixed Retailing,8165,XTKS,1WSJ
Seraku Co. Ltd.,,Computer Services,6199,XTKS,1WSJ
Serendip Holdings Co. Ltd.,,Diversified Business Services,7318,XTKS,1WSJ
Serio Holdings Co. Ltd.,,Employment/Training Services,6567,XTKS,1WSJ
Serverworks Co. Ltd.,,Internet/Online,4434,XTKS,1WSJ
Seven & I Holdings Co. Ltd.,,Mixed Retailing,3382,XTKS,1WSJ
Seven Bank Ltd.,,Banking,8410,XTKS,1WSJ
Seven Industries Co. Ltd.,,Building Materials/Products,7896,XTKS,1WSJ
Shanon Inc.,,Internet/Online,3976,XTKS,1WSJ
Sharingtechnology Inc.,,Internet/Online,3989,XTKS,1WSJ
Sharp Corp.,,Computers/Consumer Electronics,6753,XTKS,1WSJ
Shibaura Machine Co. Ltd.,,Industrial Machinery,6104,XTKS,1WSJ
Shibaura Mechatronics Corp.,,Precision Products,6590,XTKS,1WSJ
Shibusawa Warehouse Co. Ltd.,,Transportation Services,9304,XTKS,1WSJ
Shibuya Corp.,,Industrial Machinery,6340,XTKS,1WSJ
Shiga Bank Ltd.,,Banking,8366,XTKS,1WSJ
Shikibo Ltd.,,Clothing,3109,XTKS,1WSJ
Shikigaku Co. Ltd.,,Employment/Training Services,7049,XTKS,1WSJ
Shikoku Bank Ltd.,,Banking,8387,XTKS,1WSJ
Shikoku Chemicals Corp.,,Chemicals,4099,XTKS,1WSJ
Shikoku Electric Power,四国電力株式会社,,9507,,2WIKI
Shimadzu Corp.,,Precision Products,7701,XTKS,1WSJ
Shimamura Co. Ltd.,,Clothing Retail,8227,XTKS,1WSJ
Shimane Bank Ltd.,,Banking,7150,XTKS,1WSJ
Shimano,株式会社シマノ,,7309,,2WIKI
Shimizu Bank Ltd.,,Banking,8364,XTKS,1WSJ
Shimizu Corp.,,Construction,1803,XTKS,1WSJ
Shimojima Co. Ltd.,,Containers/Packaging,7482,XTKS,1WSJ
Shin Maint Holdings Co. Ltd.,,Diversified Business Services,6086,XTKS,1WSJ
Shin Nippon Air Technologies Co. Ltd.,,Construction,1952,XTKS,1WSJ
Shin Nippon Biomedical Laboratories Ltd.,,Healthcare Provision,2395,XTKS,1WSJ
Shin-Etsu Chemical,信越化学工業,,4063,,2WIKI
Shin-Etsu Polymer Co. Ltd.,,Chemicals,7970,XTKS,1WSJ
Shin-Keisei Electric Railway,新京成電鉄,,9014,,2WIKI
Shinagawa Refractories Co. Ltd.,,Industrial Products,5351,XTKS,1WSJ
Shindengen Electric Manufacturing,新電元工業株式会社,,6844,,2WIKI
Shingakukai Holdings Co. Ltd.,,Consumer Services,9760,XTKS,1WSJ
Shinki Bus Co. Ltd.,,"Passenger Transport, Other",9083,XTKS,1WSJ
Shinkin Central Bank,,Banking,8421,XTKS,1WSJ
Shinko Electric Industries Co. Ltd.,,Semiconductors,6967,XTKS,1WSJ
Shinko Shoji Co. Ltd.,,Semiconductors,8141,XTKS,1WSJ
Shinmaywa Industries Ltd.,,Commercial Vehicles,7224,XTKS,1WSJ
Shinnihon Corp.,,Construction,1879,XTKS,1WSJ
Shinnihonseiyaku Co. Ltd.,,Specialty Retail,4931,XTKS,1WSJ
Shinobu Foods Products Co. Ltd.,,Food Products,2903,XTKS,1WSJ
Shinozakiya Inc.,,Food Retail,2926,XTKS,1WSJ
Shinsei Bank,株式会社新生銀行,,8303,,2WIKI
Shinsho Corp.,,Iron/Steel,8075,XTKS,1WSJ
Shinto Paint Co. Ltd.,,Building Materials/Products,4615,XTKS,1WSJ
Shinwa Co. Ltd.,,Building Materials/Products,3447,XTKS,1WSJ
Shinwa Co. Ltd. (7607),,Industrial Machinery,7607,XTKS,1WSJ
Shinyei Kaisha,,Clothing,3004,XTKS,1WSJ
Shionogi & Co. Ltd.,,Pharmaceuticals,4507,XTKS,1WSJ
Ship Healthcare Holdings Inc.,,Medical Equipment/Supplies,3360,XTKS,1WSJ
Shirai Electronics Industrial Co. Ltd.,,Semiconductors,6658,XJAS,1WSJ
Shiseido (cosmetics),株式会社資生堂,,4911,,2WIKI
Shizuki Electric Co. Inc.,,Industrial Electronics,6994,XTKS,1WSJ
Shizuoka Bank,静岡銀行,,8355,,2WIKI
Shizuoka Gas Co. Ltd.,,Gas Utilities,9543,XTKS,1WSJ
Sho-Bond Holdings Co. Ltd.,,Construction,1414,XTKS,1WSJ
Shobido Corp.,,Personal Care Products/Appliances,7819,XTKS,1WSJ
Shobunsha Holdings Inc.,,Publishing,9475,XTKS,1WSJ
Shochiku Co. Ltd.,,Motion Picture/Sound Recording,9601,XTKS,1WSJ
Shoei,株式会社ショウエイ,,7839,,2WIKI
Shoei Corp.,,Containers/Packaging,9385,XTKS,1WSJ
Shoei Foods Corp.,,Food Products,8079,XTKS,1WSJ
Shofu Inc.,,Medical Equipment/Supplies,7979,XTKS,1WSJ
Shokubun Co. Ltd.,,Restaurants,9969,XTKS,1WSJ
Shonai Bank,株式会社 荘内銀行,,8347,,2WIKI
Showa Chemical Industry Co. Ltd.,,Chemicals,4990,XTKS,1WSJ
Showa Denko,昭和電工株式会社,,4004,,2WIKI
Showa Holdings Co. Ltd.,,Consumer Finance,5103,XTKS,1WSJ
Showa Manufacturing Co. Ltd.,,Industrial Machinery,5953,XFKA,1WSJ
Showa Sangyo Co. Ltd.,,Food Products,2004,XTKS,1WSJ
Showa Shell Sekiyu,昭和シェル石油株式会社,,5002,,2WIKI
Showcase Inc.,,Advertising/Marketing/Public Relations,3909,XTKS,1WSJ
Shuei Yobiko Co. Ltd.,,Consumer Services,4678,XTKS,1WSJ
Signpost Corp.,,Diversified Business Services,3996,XTKS,1WSJ
Siix Corp.,,Industrial Electronics,7613,XTKS,1WSJ
Silicon Studio Corp.,,Software,3907,XTKS,1WSJ
Silver Egg Technology Co. Ltd.,,Advertising/Marketing/Public Relations,3961,XTKS,1WSJ
Silver Life Co. Ltd.,,Restaurants,9262,XTKS,1WSJ
Simplex Holdings Inc.,,Computer Services,4373,XTKS,1WSJ
Sinanen Holdings Co. Ltd.,,Diversified Holding Companies,8132,XTKS,1WSJ
Sincere Co. Ltd.,,Medical Equipment/Supplies,7782,XTKS,1WSJ
Sinfonia Technology Co. Ltd.,,Precision Products,6507,XTKS,1WSJ
Sinko Industries Ltd.,,Building Materials/Products,6458,XTKS,1WSJ
Sintokogio Ltd.,,Industrial Machinery,6339,XTKS,1WSJ
Skylark Holdings Co. Ltd.,,Restaurants,3197,XTKS,1WSJ
Slogan Inc.,,Employment/Training Services,9253,XTKS,1WSJ
Small & Medium Sized Enterprises Holdings Inc.,,Specialty Retail,1757,XTKS,1WSJ
Smaregi Inc.,,Software,4431,XTKS,1WSJ
Smartvalue Co. Ltd.,,Internet/Online,9417,XTKS,1WSJ
Snow Brand Milk,雪印乳業,,2262,,2WIKI
Snow Peak Inc.,,Specialty Retail,7816,XTKS,1WSJ
Sobal Corp.,,Computers/Consumer Electronics,2186,XJAS,1WSJ
Socialwire Co. Ltd.,,Publishing,3929,XTKS,1WSJ
Sockets Inc.,,Software,3634,XTKS,1WSJ
Soda Nikka Co. Ltd.,,Chemicals,8158,XTKS,1WSJ
Sodick Co. Ltd.,,Precision Products,6143,XTKS,1WSJ
Soft99 Corp.,,Nondurable Household Products,4464,XTKS,1WSJ
SoftBank Corp.,,Wired Telecommunications Services,9434,XTKS,1WSJ
SoftBank Group Corp.,,Wireless Telecommunications Services,9984,XTKS,1WSJ
Softcreate Holdings Corp.,,Computer Services,3371,XTKS,1WSJ
Softmax Co. Ltd. Japan,,Computer Services,3671,XTKS,1WSJ
Sohgo Security Services Co. Ltd.,,General Services,2331,XTKS,1WSJ
Soiken Holdings Inc.,,Healthcare Provision,2385,XTKS,1WSJ
Sojitz,双日株式会社,,2768,,2WIKI
Soko Seiren Co. Ltd.,,Clothing,3578,XTKS,1WSJ
Solasia Pharma KK,,Pharmaceuticals,4597,XTKS,1WSJ
Solasto Corp.,,Healthcare Provision,6197,XTKS,1WSJ
SoldOut Inc.,,Advertising/Marketing/Public Relations,6553,XTKS,1WSJ
Soliton Systems K.K.,,Software,3040,XTKS,1WSJ
Solxyz Co. Ltd.,,Software,4284,XTKS,1WSJ
Somar Corp.,,Chemicals,8152,XTKS,1WSJ
Sompo Holdings Inc.,,Non-Life Insurance,8630,XTKS,1WSJ
Sompo Japan Insurance,株式会社損害保険ジャパン,,8755,,2WIKI
Sonec Corp.,,Construction,1768,XTKS,1WSJ
Sony,ソニー株式会社,,6758,,2WIKI
Sosei Group Corp.,,Biotechnology,4565,XTKS,1WSJ
Soshin Electric Co. Ltd.,,Semiconductors,6938,XTKS,1WSJ
Sotetsu Holdings Inc.,,Railroads,9003,XTKS,1WSJ
Sotoh Co. Ltd.,,Clothing,3571,XTKS,1WSJ
Sourcenext Corp.,,Software,4344,XTKS,1WSJ
Space Co. Ltd.,,Construction,9622,XTKS,1WSJ
Space Value Holdings Co. Ltd.,,Construction,1448,XTKS,1WSJ
Spacemarket Inc.,,Internet/Online,4487,XTKS,1WSJ
Sparx Group Co. Ltd.,,Investment Advisors,8739,XTKS,1WSJ
Speee Inc.,,Advertising/Marketing/Public Relations,4499,XTKS,1WSJ
SpiderPlus & Co.,,Software,4192,XTKS,1WSJ
Sportsfield Co. Ltd.,,Employment/Training Services,7080,XTKS,1WSJ
Sprix Ltd.,,Consumer Services,7030,XTKS,1WSJ
Square Enix,株式会社スクウェア・エニックス,,9684,,2WIKI
Stamen Co. Ltd.,,Software,4019,XTKS,1WSJ
Stanley Electric,スタンレー電気株式会社,,6923,,2WIKI
Star Asia Investment Corp.,,Diversified REITs,3468,XTKS,1WSJ
Star Flyer Inc.,,Passenger Airlines,9206,XTKS,1WSJ
Star Mica Holdings Co. Ltd.,,Real Estate Developers,2975,XTKS,1WSJ
Star Micronics,スター精密株式会社,,7718,,2WIKI
Startia Holdings Inc.,,Computer Services,3393,XTKS,1WSJ
Starts Corp. Inc.,,Real Estate Developers,8850,XTKS,1WSJ
Starts Proceed Investment Corp.,,Residential REITs,8979,XTKS,1WSJ
Starzen Co. Ltd.,,Food Products,8043,XTKS,1WSJ
Stella Chemifa Corp.,,Chemicals,4109,XTKS,1WSJ
Stella Pharma Corp.,,Pharmaceuticals,4888,XTKS,1WSJ
StemCell Institute,,Biotechnology,7096,XTKS,1WSJ
StemRIM Inc.,,Biotechnology,4599,XTKS,1WSJ
Step Co. Ltd.,,Consumer Services,9795,XTKS,1WSJ
Stream Co. Ltd.,,Home Goods Retail,3071,XTKS,1WSJ
Strike Co. Ltd.,,Diversified Business Services,6196,XTKS,1WSJ
Studio Alice Co. Ltd.,,Consumer Services,2305,XTKS,1WSJ
Studio Atao Co. Ltd.,,Clothing Retail,3550,XTKS,1WSJ
SuRaLa Net Co. Ltd.,,Consumer Services,3998,XTKS,1WSJ
Subaru Enterprise Co. Ltd.,,Construction,9632,XTKS,1WSJ
Succeed Co. Ltd.,,Consumer Services,9256,XTKS,1WSJ
Sugai Chemical Industry Co. Ltd.,,Chemicals,4120,XTKS,1WSJ
Sugi Holdings Co. Ltd.,,Drug Retail,7649,XTKS,1WSJ
Sugimoto & Co. Ltd.,,Industrial Machinery,9932,XTKS,1WSJ
Sugimura Warehouse Co. Ltd.,,Transportation Services,9307,XTKS,1WSJ
Sumco,株式会社SUMCO,,3436,,2WIKI
Sumida Corp.,,Industrial Electronics,6817,XTKS,1WSJ
Sumiken Mitsui Road Co. Ltd.,,Construction,1776,XTKS,1WSJ
Suminoe Textile Co. Ltd.,,Clothing,3501,XTKS,1WSJ
Sumiseki Holdings Inc.,,Coal,1514,XTKS,1WSJ
Sumitomo Bakelite Co. Ltd.,,Chemicals,4203,XTKS,1WSJ
Sumitomo Chemical,住友化学株式会社,,4005,,2WIKI
Sumitomo Corp.,,Diversified Holding Companies,8053,XTKS,1WSJ
Sumitomo Densetsu Co. Ltd.,,Construction,1949,XTKS,1WSJ
Sumitomo Electric,住友電気工業,,5802,,2WIKI
Sumitomo Forestry Co. Ltd.,,,1911,XTKS,1WSJ
Sumitomo Heavy Industries,住友重機械工業,,6302,,2WIKI
Sumitomo Metal Industries,住友金属工業株式会社,,5405,,2WIKI
Sumitomo Metal Mining,住友金属鉱山株式会社,,5713,,2WIKI
Sumitomo Mitsui Construction,三井住友建設株式会社,,1821,,2WIKI
Sumitomo Mitsui Financial Group,株式会社三井住友フィナンシャルグループ,,8316,,2WIKI
Sumitomo Osaka Cement Co. Ltd.,,Building Materials/Products,5232,XTKS,1WSJ
Sumitomo Precision Products Co. Ltd.,,Aerospace Products/Parts,6355,XTKS,1WSJ
Sumitomo Realty & Development,住友不動産,,8830,,2WIKI
Sumitomo Riko,,,5191,,2WIKI
Sumitomo Rubber Industries,住友ゴム工業株式会社,,5110,,2WIKI
Sumitomo Seika Chemicals Co. Ltd.,,Chemicals,4008,XTKS,1WSJ
Sumitomo Trust & Banking,住友信託銀行,,8403,,2WIKI
Sumitomo Warehouse Co. Ltd.,,Transportation Services,9303,XTKS,1WSJ
Sun Capital Management Corp.,,Investment Advisors,2134,XJAS,1WSJ
Sun Frontier Fudousan Co. Ltd.,,Real Estate Developers,8934,XTKS,1WSJ
Sun* Inc.,,Computer Services,4053,XTKS,1WSJ
Sun-Wa Technos Corp.,,Industrial Electronics,8137,XTKS,1WSJ
Suncall Corp.,,Industrial Products,5985,XTKS,1WSJ
Sundrug Co. Ltd.,,Drug Retail,9989,XTKS,1WSJ
Sunnexta Group Inc.,,Real Estate Developers,8945,XTKS,1WSJ
Sunny Side Up Group Inc.,,Advertising/Marketing/Public Relations,2180,XTKS,1WSJ
Suntory Beverage & Food Ltd.,,Non-Alcoholic Beverages/Drinks,2587,XTKS,1WSJ
Super Value Co. Ltd.,,Food Retail,3094,XJAS,1WSJ
Superbag Co. Ltd.,,Containers/Packaging,3945,XTKS,1WSJ
Suruga Bank Ltd.,,Banking,8358,XTKS,1WSJ
Suzuden Corp.,,Wholesalers,7480,XTKS,1WSJ
Suzuken Co. Ltd.,,Pharmaceuticals,9987,XTKS,1WSJ
Suzuki,スズキ株式会社,,7269,,2WIKI
Suzuki Co. Ltd.,,Industrial Products,6785,XTKS,1WSJ
Suzuyo Shinwart Corp.,,Software,9360,XTKS,1WSJ
SymBio Pharmaceuticals Ltd.,,Pharmaceuticals,4582,XJAS,1WSJ
Synchro Food Co. Ltd.,,Internet/Online,3963,XTKS,1WSJ
Sysmex,シスメックス,,6869,,2WIKI
System D Inc.,,Software,3804,XJAS,1WSJ
System Information Co. Ltd.,,Software,3677,XTKS,1WSJ
System Integrator Corp.,,Software,3826,XTKS,1WSJ
System Location Co. Ltd.,,Diversified Business Services,2480,XJAS,1WSJ
System Research Co. Ltd.,,Software,3771,XTKS,1WSJ
System Support Inc.,,Computer Services,4396,XTKS,1WSJ
Systems Engineering Consultants Co. Ltd.,,Software,3741,XTKS,1WSJ
Systemsoft Corp.,,Software,7527,XTKS,1WSJ
Systena Corp.,,Software,2317,XTKS,1WSJ
Syuppin Co. Ltd.,,Specialty Retail,3179,XTKS,1WSJ
T&D Holdings Inc.,,Life Insurance,8795,XTKS,1WSJ
T&K Toka Co. Ltd.,,Chemicals,4636,XTKS,1WSJ
T&S Inc.,,Computer Services,4055,XTKS,1WSJ
T-Gaia Corp.,,Networking,3738,XTKS,1WSJ
T. Hasegawa Co. Ltd.,,Food Products,4958,XTKS,1WSJ
T.RAD Co. Ltd.,,Motor Vehicle Parts,7236,XTKS,1WSJ
TAZMO Co. Ltd.,,Semiconductors,6266,XTKS,1WSJ
TB Group Inc.,,Semiconductors,6775,XTKS,1WSJ
TBK Co. Ltd.,,Motor Vehicle Parts,7277,XTKS,1WSJ
TBS Holdings Inc.,,Broadcasting,9401,XTKS,1WSJ
TDC Soft Inc.,,Software,4687,XTKS,1WSJ
TDK Corp.,,Industrial Electronics,6762,XTKS,1WSJ
TDSE Inc.,,Computer Services,7046,XTKS,1WSJ
TEAC Corp.,,Computers/Consumer Electronics,6803,XTKS,1WSJ
TEAR Corp.,,Consumer Services,2485,XTKS,1WSJ
TESS Holdings Co. Ltd.,,Renewable Energy Generation,5074,XTKS,1WSJ
THECOO Inc.,,Advertising/Marketing/Public Relations,4255,XTKS,1WSJ
THK Co. Ltd.,,Industrial Machinery,6481,XTKS,1WSJ
TIS Inc.,,Computer Services,3626,XTKS,1WSJ
TKC Corp.,,Accounting,9746,XTKS,1WSJ
TKP Corp.,,Real Estate Developers,3479,XTKS,1WSJ
TOC Co. Ltd.,,Real Estate Developers,8841,XTKS,1WSJ
TOLI Corp.,,Building Materials/Products,7971,XTKS,1WSJ
TORQ Inc.,,Wholesalers,8077,XTKS,1WSJ
TOW Co. Ltd.,,Advertising/Marketing/Public Relations,4767,XTKS,1WSJ
TOYO Corp.,,Precision Products,8151,XTKS,1WSJ
TPR Co. Ltd.,,Motor Vehicle Parts,6463,XTKS,1WSJ
TS Tech Co. Ltd.,,Motor Vehicle Parts,7313,XTKS,1WSJ
TSI Holdings Co. Ltd.,,Clothing,3608,XTKS,1WSJ
TV Asahi Holdings Corp.,,Broadcasting,9409,XTKS,1WSJ
TV TOKYO Holdings Corp.,,Broadcasting,9413,XTKS,1WSJ
TVE Co. Ltd.,,Industrial Machinery,6466,XTKS,1WSJ
TYK Corp.,,Building Materials/Products,5363,XTKS,1WSJ
Tabikobo Co. Ltd.,,Tourism,6548,XTKS,1WSJ
Tabio Corp.,,Clothing,2668,XTKS,1WSJ
Tac Co. Ltd.,,Employment/Training Services,4319,XTKS,1WSJ
Tachi-S Co. Ltd.,,Motor Vehicle Parts,7239,XTKS,1WSJ
Tachibana Eletech Co. Ltd.,,Precision Products,8159,XTKS,1WSJ
Tachikawa Corp.,,Housewares,7989,XTKS,1WSJ
Tacmina Corp.,,Industrial Machinery,6322,XTKS,1WSJ
Tadano Ltd.,,Mobile Machinery,6395,XTKS,1WSJ
Taihei Dengyo Kaisha Ltd.,,Construction,1968,XTKS,1WSJ
Taihei Machinery Works Ltd.,,Industrial Machinery,6342,XTKS,1WSJ
Taiheiyo Cement Corp.,,Building Materials/Products,5233,XTKS,1WSJ
Taiheiyo Kouhatsu Inc.,,Real Estate Developers,8835,XTKS,1WSJ
Taiho Kogyo Co. Ltd.,,Motor Vehicle Parts,6470,XTKS,1WSJ
Taiho Transportation Co. Ltd.,,Transportation Services,9040,XNGO,1WSJ
Taikisha Ltd.,,Building Materials/Products,1979,XTKS,1WSJ
Taiko Bank Ltd.,,Banking,8537,XTKS,1WSJ
Taiko Pharmaceutical Co. Ltd.,,Pharmaceuticals,4574,XTKS,1WSJ
Taisei Corp.,,Construction,1801,XTKS,1WSJ
Taisei Lamick Co. Ltd.,,Containers/Packaging,4994,XTKS,1WSJ
Taisho Pharmaceutical Holdings Co. Ltd.,,Pharmaceuticals,4581,XTKS,1WSJ
Taiyo Holdings Co. Ltd.,,Chemicals,4626,XTKS,1WSJ
Taiyo Kagaku Co. Ltd.,,Food Products,2902,XNGO,1WSJ
Taiyo Koki Co. Ltd.,,Industrial Machinery,6164,XJAS,1WSJ
Taiyo Yuden Co. Ltd.,,Industrial Electronics,6976,XTKS,1WSJ
Taka-Q Co. Ltd.,,Clothing Retail,8166,XTKS,1WSJ
Takachiho Koheki Co. Ltd.,,Wholesalers,2676,XTKS,1WSJ
Takada Corp.,,Construction,1966,XTKS,1WSJ
TakadaKiko (Steel Construction) Co. Ltd.,,Construction,5923,XTKS,1WSJ
Takagi Seiko Corp.,,Industrial Products,4242,XJAS,1WSJ
Takakita Co. Ltd.,,Mobile Machinery,6325,XTKS,1WSJ
Takamatsu Construction Group Co. Ltd.,,Construction,1762,XTKS,1WSJ
Takamatsu Machinery Co. Ltd.,,Industrial Machinery,6155,XTKS,1WSJ
Takamiya Co. Ltd.,,General Services,2445,XTKS,1WSJ
Takano Co. Ltd.,,Furniture,7885,XTKS,1WSJ
Takaoka Toko Co. Ltd.,,Industrial Electronics,6617,XTKS,1WSJ
Takara & Co. Ltd.,,Printing,7921,XTKS,1WSJ
Takara Bio Inc.,,Biotechnology,4974,XTKS,1WSJ
Takara Holdings Inc.,,Alcoholic Beverages/Drinks,2531,XTKS,1WSJ
Takara Leben Co. Ltd.,,Real Estate Developers,8897,XTKS,1WSJ
Takara Leben Infrastructure Fund Inc.,,Closed-End Funds,9281,XTKS,1WSJ
Takara Leben Real Estate Investment Corp.,,Diversified REITs,3492,XTKS,1WSJ
Takara Standard Co. Ltd.,,Housewares,7981,XTKS,1WSJ
Takasago International Corp.,,Chemicals,4914,XTKS,1WSJ
Takasago Tekko K.K.,,Iron/Steel,5458,XTKS,1WSJ
Takasago Thermal Engineering Co. Ltd.,,Building Materials/Products,1969,XTKS,1WSJ
Takashima & Co. Ltd.,,Wholesalers,8007,XTKS,1WSJ
Takashimaya Co. Ltd.,,Mixed Retailing,8233,XTKS,1WSJ
Takasho Co. Ltd.,,Building Materials/Products,7590,XTKS,1WSJ
Takatori Corp.,,Semiconductors,6338,XTKS,1WSJ
Takayoshi Inc.,,Food Retail,9259,XTKS,1WSJ
Take & Give. Needs Co. Ltd.,,Consumer Services,4331,XTKS,1WSJ
Takebishi Corp.,,Industrial Electronics,7510,XTKS,1WSJ
Takeda Pharmaceutical Co. Ltd.,,Pharmaceuticals,4502,XTKS,1WSJ
Takeda Printing Co. Ltd.,,Printing,7875,XTKS,1WSJ
Takemoto Yohki Co. Ltd.,,Containers/Packaging,4248,XTKS,1WSJ
Takeuchi Mfg. Co. Ltd.,,Mobile Machinery,6432,XTKS,1WSJ
Taki Chemical Co. Ltd.,,Chemicals,4025,XTKS,1WSJ
Takihyo Co. Ltd.,,Wholesalers,9982,XTKS,1WSJ
Takisawa Machine Tool Co. Ltd.,,Industrial Machinery,6121,XTKS,1WSJ
Takuma Co. Ltd.,,Construction,6013,XTKS,1WSJ
Tama Home Co. Ltd.,,Residential Building Construction,1419,XTKS,1WSJ
Tamai Steamship Co. Ltd.,,Water Transport/Shipping,9127,XTKS,1WSJ
Tameny Inc.,,Consumer Services,6181,XTKS,1WSJ
Tamron Co. Ltd.,,Leisure Goods,7740,XTKS,1WSJ
Tamura Corp.,,Industrial Electronics,6768,XTKS,1WSJ
Tanabe Consulting Co. Ltd.,,Diversified Business Services,9644,XTKS,1WSJ
Tanabe Engineering Corp.,,Construction,1828,XTKS,1WSJ
Tanaka Co. Ltd.,,Industrial Electronics,7619,XTKS,1WSJ
Tanseisha Co. Ltd.,,Construction,9743,XTKS,1WSJ
Taoka Chemical Co. Ltd.,,Chemicals,4113,XTKS,1WSJ
Tasuki Corp.,,Emerging Technologies,2987,XTKS,1WSJ
Tatsuta Electric Wire & Cable Co. Ltd.,,Industrial Electronics,5809,XTKS,1WSJ
Taya Co. Ltd.,,Consumer Services,4679,XTKS,1WSJ
Tayca Corp.,,Chemicals,4027,XTKS,1WSJ
Tea Life Co. Ltd.,,Food Retail,3172,XTKS,1WSJ
TeamSpirit Inc.,,Software,4397,XTKS,1WSJ
Techfirm Holdings Inc.,,Computer Services,3625,XJAS,1WSJ
Techmatrix Corp.,,Computer Services,3762,XTKS,1WSJ
Techno Alpha Co. Ltd.,,Semiconductors,3089,XJAS,1WSJ
Techno Associe Co. Ltd.,,Industrial Products,8249,XTKS,1WSJ
Techno Horizon Co. Ltd.,,Precision Products,6629,XJAS,1WSJ
Techno Mathematical Co. Ltd.,,Software,3787,XTKS,1WSJ
Techno Medica Co. Ltd.,,Medical Equipment/Supplies,6678,XTKS,1WSJ
Techno Ryowa Ltd.,,Construction,1965,XTKS,1WSJ
Techno Smart Corp.,,Industrial Machinery,6246,XTKS,1WSJ
TechnoPro Holdings Inc.,,Employment/Training Services,6028,XTKS,1WSJ
