Name,TSE,Exchange,Industry
Kisoji Co. Ltd.,8160,XTKS,Restaurants
Kissei Pharmaceutical Co. Ltd.,4547,XTKS,Pharmaceuticals
Ki-Star Real Estate Co. Ltd.,3465,XTKS,Real Estate Developers
Kita Koudensha Corp.,1734,XSAP,Construction
Kitagawa Corp.,6317,XTKS,Industrial Machinery
Kitakei Co. Ltd.,9872,XTKS,Home Goods Retail
Kitanihon Spinning Co. Ltd.,3409,XTKS,Clothing
Kita-Nippon Bank Ltd.,8551,XTKS,Banking
Kitano Construction Corp.,1866,XTKS,Construction
Kitanotatsujin Corp.,2930,XTKS,Food Products
Kitazawa Sangyo Co. Ltd.,9930,XTKS,Industrial Machinery
Kito Corp.,6409,XTKS,Industrial Machinery
Kitz Corp.,6498,XTKS,Industrial Machinery
Kiyo Bank Ltd.,8370,XTKS,Banking
KIYO Learning Co. Ltd.,7353,XTKS,Consumer Services
Kizuna Holdings Corp.,7086,XTKS,Consumer Services
KLab Inc.,3656,XTKS,Toys & Games
KNC Laboratories Co. Ltd.,6568,XTKS,Chemicals
KnowledgeSuite Inc.,3999,XTKS,Internet/Online
KNT-CT Holdings Co. Ltd.,9726,XTKS,Tourism
Koa Corp.,6999,XTKS,Industrial Electronics
Koa Shoji Holdings Co. Ltd.,9273,XTKS,Pharmaceuticals
Koatsu Gas Kogyo Co. Ltd.,4097,XTKS,Chemicals
Koatsu Kogyo Co. Ltd.,1743,XTKS,Building Materials/Products
Kobayashi Pharmaceutical Co. Ltd.,4967,XTKS,Pharmaceuticals
Kobayashi Yoko Co. Ltd.,8742,XTKS,Securities
Kobe Bussan Co. Ltd.,3038,XTKS,Food Retail
Kobe Electric Railway Co. Ltd.,9046,XTKS,Railroads
Kobe Steel Ltd.,5406,XTKS,Iron/Steel
Kobelco Wire Co. Ltd.,5660,XTKS,Iron/Steel
Kodama Chemical Industry Co. Ltd.,4222,XTKS,Chemicals
Kodensha Co. Ltd.,1948,XTKS,Construction
Koei Chemical Co. Ltd.,4367,XTKS,Chemicals
Koei Tecmo Holdings Co. Ltd.,3635,XTKS,Toys & Games
Kogi Corp.,5603,XTKS,Iron/Steel
Kohnan Shoji Co. Ltd.,7516,XTKS,Home Goods Retail
Kohoku Kogyo Co. Ltd.,6524,XTKS,Industrial Electronics
Kohsoku Corp.,7504,XTKS,Containers/Packaging
Koike Sanso Kogyo Co. Ltd.,6137,XTKS,Industrial Machinery
Koito Manufacturing Co. Ltd.,7276,XTKS,Motor Vehicle Parts
Kojima Co. Ltd.,7513,XTKS,Home Goods Retail
Kokopelli Inc.,4167,XTKS,Software
Kokusai Pulp & Paper Co. Ltd.,9274,XTKS,Paper/Pulp
Kokuyo Co. Ltd.,7984,XTKS,Nondurable Household Products
KOMAIHALTEC Inc.,5915,XTKS,Construction
Komatsu Ltd.,6301,XTKS,Mobile Machinery
Komatsu Matere Co. Ltd.,3580,XTKS,Clothing
Komatsu Wall Industry Co. Ltd.,7949,XTKS,Building Materials/Products
Komeda Holdings Co. Ltd.,3543,XTKS,Restaurants
Komehyo Holdings Co. Ltd.,2780,XTKS,Mixed Retailing
Komeri Co. Ltd.,8218,XTKS,Home Goods Retail
Komori Corp.,6349,XTKS,Industrial Machinery
Konaka Co. Ltd.,7494,XTKS,Clothing Retail
Konami Holdings Corp.,9766,XTKS,Toys & Games
Kondotec Inc.,7438,XTKS,Building Materials/Products
Konica Minolta Inc.,4902,XTKS,Computers/Consumer Electronics
Konishi Co. Ltd.,4956,XTKS,Chemicals
Konoike Transport Co. Ltd.,9025,XTKS,Transportation Services
Konoshima Chemical Co. Ltd.,4026,XTKS,Building Materials/Products
Kosaido Holdings Co. Ltd.,7868,XTKS,Printing
KOSE Corp.,4922,XTKS,Personal Care Products/Appliances
Kose R.E. Co. Ltd.,3246,XTKS,Real Estate Developers
Kosei Securities Co. Ltd.,8617,XTKS,Securities
Koshidaka Holdings Co. Ltd.,2157,XTKS,Recreational Services
Koukandekirukun Inc.,7695,XTKS,Home Goods Retail
Kourakuen Holdings Corp.,7554,XTKS,Restaurants
Koyosha Inc.,7946,XTKS,Industrial Machinery
Kringle Pharma Inc.,4884,XTKS,Pharmaceuticals
Krosaki Harima Corp.,5352,XTKS,Building Materials/Products
K's Holdings Corp.,8282,XTKS,Home Goods Retail
KTK Inc.,3035,XJAS,Wholesalers
KU Holdings Co. Ltd.,9856,XTKS,Specialty Retail
Kubota Corp.,6326,XTKS,Mobile Machinery
Kubota Pharmaceutical Holdings Co. Ltd.,4596,XTKS,Pharmaceuticals
Kubotek Corp.,7709,XTKS,Precision Products
Kudan Inc.,4425,XTKS,Emerging Technologies
Kudo Corp.,1764,XTKS,Construction
Kufu Co. Inc.,4376,XTKS,Consumer Services
Kumagai Gumi Co. Ltd.,1861,XTKS,Construction
Kumiai Chemical Industry Co. Ltd.,4996,XTKS,Chemicals
Kunimine Industries Co. Ltd.,5388,XTKS,General Mining
Kura Sushi Inc.,2695,XTKS,Restaurants
Kurabo Industries Ltd.,3106,XTKS,Clothing
Kuraray Co. Ltd.,3405,XTKS,Chemicals
Kuraudia Holdings Co. Ltd.,3607,XTKS,Consumer Services
Kureha Corp.,4023,XTKS,Chemicals
Kuribayashi Steamship Co. Ltd.,9171,XTKS,Water Transport/Shipping
Kurimoto Ltd.,5602,XTKS,Iron/Steel
Kurita Water Industries Ltd.,6370,XTKS,Construction
Kuriyama Holdings Corp.,3355,XTKS,Industrial Products
Kuroda Precision Industries Ltd.,7726,XTKS,Precision Products
Kurogane Kosakusho Ltd.,7997,XTKS,Furniture
Kurotani Corp.,3168,XTKS,Non-Ferrous Metals
Kushikatsu Tanaka Holdings Co.,3547,XTKS,Restaurants
Kushim Inc.,2345,XTKS,Software
Kusuri No Aoki Holdings Co. Ltd.,3549,XTKS,Drug Retail
Kuwazawa Holdings Corp.,8104,XTKS,Wholesalers
KYB Corp.,7242,XTKS,Motor Vehicle Parts
Kyocera Corp.,6971,XTKS,Industrial Electronics
Kyoden Co. Ltd.,6881,XTKS,Semiconductors
Kyodo Printing Co. Ltd.,7914,XTKS,Printing
Kyoei Sangyo Co. Ltd.,6973,XTKS,Semiconductors
Kyoei Steel Ltd.,5440,XTKS,Iron/Steel
Kyoei Tanker Co. Ltd.,9130,XTKS,Water Transport/Shipping
Kyokuto Boeki Kaisha Ltd.,8093,XTKS,Wholesalers
Kyokuto Kaihatsu Kogyo Co. Ltd.,7226,XTKS,Commercial Vehicles
Kyokuto Securities Co. Ltd.,8706,XTKS,Securities
Kyokuyo Co. Ltd.,1301,XTKS,Food Products
KYORIN Holdings Inc.,4569,XTKS,Pharmaceuticals
Kyoritsu Maintenance Co. Ltd.,9616,XTKS,Real Estate Developers
Kyoritsu Printing Co. Ltd.,7838,XTKS,Printing
Kyosan Electric Manufacturing Co. Ltd.,6742,XTKS,Industrial Electronics
Kyoshin Co. Ltd.,4735,XTKS,Consumer Services
Kyoto Hotel Ltd.,9723,XTKS,Hotels
Kyoto Tool Co. Ltd.,5966,XTKS,Housewares
KyOwa Corp.,6570,XTKS,Recreational Services
Kyowa Electronic Instruments Co. Ltd.,6853,XTKS,Precision Products
Kyowa Kirin Co. Ltd.,4151,XTKS,Pharmaceuticals
Kyowa Leather Cloth Co. Ltd.,3553,XTKS,Clothing
Kyudenko Corp.,1959,XTKS,Construction
Kyushu Electric Power Co. Inc.,9508,XTKS,Electric Utilities
Kyushu Financial Group Inc.,7180,XTKS,Banking
Kyushu Leasing Service Co. Ltd.,8596,XTKS,General Services
Kyushu Railway Co.,9142,XTKS,Railroads
LAC Co. Ltd.,3857,XJAS,Computer Services
Lacto Japan Co. Ltd.,3139,XTKS,Food Products
LaKeel Inc.,4074,XTKS,Internet/Online
Lancers Inc.,4484,XTKS,Employment/Training Services
Land Business Co. Ltd.,8944,XTKS,Real Estate Developers
Land Co. Ltd.,8918,XTKS,Real Estate Developers
Landix Inc.,2981,XTKS,Real Estate Developers
Laox Co. Ltd.,8202,XTKS,Home Goods Retail
Lapine Co. Ltd.,8143,XTKS,Clothing
LaSalle Logiport REIT,3466,XTKS,Industrial/Office REITs
Lasertec Corp.,6920,XTKS,Precision Products
Last One Mile Co. Ltd.,9252,XTKS,General Services
Lawson Inc.,2651,XTKS,Food Retail
Lead Co. Inc.,6982,XTKS,Motor Vehicle Parts
LEC Inc.,7874,XTKS,Nondurable Household Products
Lecip Holdings Corp.,7213,XTKS,Precision Products
Leoclan Co. Ltd.,7681,XTKS,Diversified Business Services
Leopalace21 Corp.,8848,XTKS,Real Estate Developers
LeTech Corp.,3497,XTKS,Real Estate Developers
Lib Work Co. Ltd.,1431,XTKS,Residential Building Construction
Life Corp.,8194,XTKS,Food Retail
Life Foods Co. Ltd.,3065,XJAS,Restaurants
Life Intelligent Enterprise Holdings Co. Ltd.,5856,XTKS,Food Retail
LifeDrink Co. Inc.,2585,XTKS,Non-Alcoholic Beverages/Drinks
Lifenet Insurance Co.,7157,XTKS,Life Insurance
Lifull Co. Ltd.,2120,XTKS,Real Estate Developers
Ligua Inc.,7090,XTKS,Diversified Business Services
Lihit Lab. Inc.,7975,XTKS,Nondurable Household Products
LIKE Inc.,2462,XTKS,Employment/Training Services
Linical Co. Ltd.,2183,XTKS,Healthcare Provision
Link & Motivation Inc.,2170,XTKS,Diversified Business Services
Linkbal Inc.,6046,XTKS,Advertising/Marketing/Public Relations
Link-U Inc.,4446,XTKS,Software
Lintec Corp.,7966,XTKS,Chemicals
Lion Corp.,4912,XTKS,Personal Care Products/Appliances
Litalico Inc.,7366,XTKS,Consumer Services
Livero Inc.,9245,XTKS,General Services
Livesense Inc.,6054,XTKS,Internet/Online
Living Platform Ltd.,7091,XTKS,Healthcare Provision
Living Technologies Inc.,4445,XTKS,Real Estate Developers
LIXIL Corp.,5938,XTKS,Building Materials/Products
Loadstar Capital K.K.,3482,XTKS,Real Estate Developers
Lobtex Co. Ltd.,5969,XTKS,Housewares
Locondo Inc.,3558,XTKS,Clothing Retail
Loginet Japan Co. Ltd.,9027,XSAP,Transportation Services
Logizard Co. Ltd.,4391,XTKS,Internet/Online
Logly Inc.,6579,XTKS,Software
Lonseal Corp.,4224,XTKS,Building Materials/Products
Look Holdings Inc.,8029,XTKS,Clothing
Lovable Marketing Group Inc.,9254,XTKS,Advertising/Marketing/Public Relations
LTS Inc.,6560,XTKS,Diversified Business Services
Luckland Co. Ltd.,9612,XTKS,Construction
M&A Capital Partners Co. Ltd.,6080,XTKS,Investment Advisors
M3 Inc.,2413,XTKS,Publishing
Mabuchi Motor Co. Ltd.,6592,XTKS,Industrial Electronics
MacBee Planet Inc.,7095,XTKS,Advertising/Marketing/Public Relations
Macnica Fuji Electronics Holdings Inc.,3132,XTKS,Semiconductors
Macromill Inc.,3978,XTKS,Advertising/Marketing/Public Relations
Maeda Kosen Co. Ltd.,7821,XTKS,Building Materials/Products
Maezawa Industries Inc.,6489,XTKS,Building Materials/Products
Maezawa Kasei Industries Co. Ltd.,7925,XTKS,Building Materials/Products
Maezawa Kyuso Industries Co. Ltd.,6485,XTKS,Industrial Machinery
Mainichi Comnet Co. Ltd.,8908,XTKS,Real Estate Developers
Makino Milling Machine Co. Ltd.,6135,XTKS,Industrial Machinery
Makita Corp.,6586,XTKS,Housewares
Makoto Construction Co. Ltd.,8995,XTKS,Construction
Makuake Inc.,4479,XTKS,Internet/Online
Mamiya-Op Co. Ltd.,7991,XTKS,Industrial Machinery
Manac Chemical Partners Co. Ltd.,4360,XTKS,Chemicals
Management Solutions Co. Ltd.,7033,XTKS,Diversified Business Services
Mandarake Inc.,2652,XTKS,Specialty Retail
Mandom Corp.,4917,XTKS,Personal Care Products/Appliances
Mani Inc.,7730,XTKS,Medical Equipment/Supplies
Mansei Corp.,7565,XTKS,Industrial Electronics
Marche Corp.,7524,XTKS,Restaurants
Marimo Regional Revitalization REIT Inc.,3470,XTKS,Diversified REITs
MarketEnterprise Co. Ltd.,3135,XTKS,Mixed Retailing
MarkLines Co. Ltd.,3901,XTKS,Internet/Online
Mars Group Holdings Corp.,6419,XTKS,Gambling Industries
Marubeni Construction Material Lease Co. Ltd.,9763,XTKS,General Services
Marubeni Corp.,8002,XTKS,Wholesalers
Marubun Corp.,7537,XTKS,Semiconductors
Maruchiyo Yamaokaya Corp.,3399,XJAS,Restaurants
Marudai Food Co. Ltd.,2288,XTKS,Food Products
Marufuji Sheet Piling Co. Ltd.,8046,XTKS,Wholesalers
Maruha Nichiro Corp.,1333,XTKS,Fishing
Maruhachi Holdings Co. Ltd.,3504,XNGO,Housewares
Maruhachi Warehouse Co. Ltd.,9313,XTKS,Transportation Services
Marui Group Co. Ltd.,8252,XTKS,Mixed Retailing
Maruichi Co. Ltd.,8228,XNGO,Wholesalers
Maruichi Steel Tube Ltd.,5463,XTKS,Iron/Steel
Marujun Co. Ltd.,3422,XTKS,Motor Vehicle Parts
Maruka Furusato Corp.,7128,XTKS,Wholesalers
Marumae Co. Ltd.,6264,XTKS,Industrial Machinery
Maruo Calcium Co. Ltd.,4102,XTKS,Chemicals
Marusan Securities Co. Ltd.,8613,XTKS,Securities
Marusan-Ai Co. Ltd.,2551,XNGO,Food Products
Marusho Hotta Co. Ltd.,8105,XTKS,Clothing
Marutai Co. Ltd.,2919,XFKA,Food Products
Maruto Sangyo Co. Ltd.,7894,XFKA,Containers/Packaging
Maruwa Co. Ltd. (5344) (Owariasahi),5344,XTKS,Industrial Products
Maruwa Unyu Kikan Co. Ltd.,9090,XTKS,Transportation Services
Maruwn Corp.,9067,XTKS,Trucking
Maruyama Mfg. Co. Inc.,6316,XTKS,Mobile Machinery
Maruzen CHI Holdings Co. Ltd.,3159,XTKS,Specialty Retail
Maruzen Co. Ltd. (5982),5982,XTKS,Industrial Machinery
Maruzen Showa Unyu Co. Ltd.,9068,XTKS,Transportation Services
Marvelous Inc.,7844,XTKS,Toys & Games
Matching Service Japan Co. Ltd.,6539,XTKS,Employment/Training Services
Matsuda Sangyo Co. Ltd.,7456,XTKS,Non-Ferrous Metals
Matsui Construction Co. Ltd.,1810,XTKS,Construction
Matsui Securities Co. Ltd.,8628,XTKS,Securities
MatsukiyoCocokara & Co.,3088,XTKS,Drug Retail
Matsuo Electric Co. Ltd.,6969,XTKS,Industrial Electronics
Matsuoka Corp.,3611,XTKS,Clothing
Matsuya Co. Ltd. (8237),8237,XTKS,Mixed Retailing
Matsuya Foods Holdings Co. Ltd.,9887,XTKS,Restaurants
Matsuya R&D Co. Ltd.,7317,XTKS,Industrial Machinery
Max Co. Ltd.,6454,XTKS,Industrial Machinery
Maxell Ltd.,6810,XTKS,Industrial Electronics
Maxvalu Nishinihon Co. Ltd.,8287,XTKS,Food Retail
Maxvalu Tokai Co. Ltd.,8198,XTKS,Food Retail
Mazda Motor Corp.,7261,XTKS,Automobiles
MBK Co. Ltd.,3121,XTKS,Investment Advisors
MBS Inc.,1401,XTKS,Construction
McDonald's Holdings Co. (Japan) Ltd.,2702,XJAS,Restaurants
MCJ Co. Ltd.,6670,XTKS,Computers/Consumer Electronics
Mebuki Financial Group Inc.,7167,XTKS,Banking
Mec Co. Ltd.,4971,XTKS,Chemicals
Media Do Co. Ltd.,3678,XTKS,Specialty Retail
Media Five Co. Ltd.,3824,XFKA,Employment/Training Services
Media Kobo Inc.,3815,XTKS,Software
Media Links Co. Ltd.,6659,XJAS,Networking
Media Research Institute Inc.,9242,XTKS,Employment/Training Services
Mediaseek Inc.,4824,XTKS,Computer Services
Medical Data Vision Co. Ltd.,3902,XTKS,Software
Medical Net Inc.,3645,XTKS,Publishing
Medical System Network Co. Ltd.,4350,XTKS,Drug Retail
MediciNova Inc.,4875,XJAS,Pharmaceuticals
Medinet Co. Ltd.,2370,XTKS,Biotechnology
Medipal Holdings Corp.,7459,XTKS,Drug Retail
Medius Holdings Co. Ltd.,3154,XTKS,Medical Equipment/Supplies
Medley Inc.,4480,XTKS,Software
MedPeer Inc.,6095,XTKS,Healthcare Provision
Medrx Co. Ltd.,4586,XTKS,Pharmaceuticals
MegaChips Corp.,6875,XTKS,Semiconductors
Megmilk Snow Brand Co. Ltd.,2270,XTKS,Food Products
Meidensha Corp.,6508,XTKS,Industrial Electronics
Meiho Facility Works Ltd.,1717,XTKS,Construction
Meiho Holdings Inc.,7369,XTKS,Diversified Business Services
Meiji Electric Industries Co. Ltd.,3388,XTKS,Wholesalers
Meiji Holdings Co. Ltd.,2269,XTKS,Food Products
Meiji Machine Co. Ltd.,6334,XTKS,Industrial Machinery
Meiji Shipping Co. Ltd.,9115,XTKS,Water Transport/Shipping
Meiko Construction Co. Ltd.,1869,XNGO,Construction
Meiko Electronics Co. Ltd.,6787,XTKS,Industrial Electronics
Meiko Network Japan Co. Ltd.,4668,XTKS,Consumer Services
Meiko Trans Co. Ltd.,9357,XNGO,Transportation Services
Meisei Industrial Co. Ltd.,1976,XTKS,Construction
Meitec Corp.,9744,XTKS,Technical Services
Meitetsu Transportation Co. Ltd.,9077,XNGO,Transportation Services
Meito Sangyo Co. Ltd.,2207,XTKS,Food Products
Meiwa Corp.,8103,XTKS,Chemicals
Meiwa Estate Co. Ltd.,8869,XTKS,Real Estate Developers
Meiwa Industry Co. Ltd.,7284,XTKS,Motor Vehicle Parts
Melco Holdings Inc.,6676,XTKS,Computers/Consumer Electronics
Members Co. Ltd.,2130,XTKS,Advertising/Marketing/Public Relations
Menicon Co. Ltd.,7780,XTKS,Medical Equipment/Supplies
Mercari Inc.,4385,XTKS,Mixed Retailing
Mercuria Holdings Co. Ltd.,7347,XTKS,Investment Advisors
MESCO Inc.,1737,XTKS,Construction
Metalart Corp.,5644,XTKS,Motor Vehicle Parts
Metaps Inc.,6172,XTKS,Software
MetaReal Corp.,6182,XTKS,Software
Metawater Co. Ltd.,9551,XTKS,Industrial Machinery
Michinoku Bank Ltd.,8350,XTKS,Banking
Micreed Co. Ltd.,7687,XTKS,Food Retail
Micronics Japan Co. Ltd.,6871,XTKS,Semiconductors
Midac Holdings Co. Ltd.,6564,XTKS,Environment/Waste Management
MIE Corp. Co. Ltd.,3442,XNGO,Building Materials/Products
Mie Kotsu Group Holdings Inc.,3232,XTKS,Real Estate Developers
Mikuni Corp.,7247,XTKS,Motor Vehicle Parts
Milbon Co. Ltd.,4919,XTKS,Personal Care Products/Appliances
Mimaki Engineering Co. Ltd.,6638,XTKS,Computers/Consumer Electronics
Mimasu Semiconductor Industry Co. Ltd.,8155,XTKS,Semiconductors
Minami-Nippon Bank Ltd.,8554,XFKA,Banking
Minebea Mitsumi Inc.,6479,XTKS,Industrial Electronics
Ministop Co. Ltd.,9946,XTKS,Food Retail
Minkabu The Infonoid Inc.,4436,XTKS,Publishing
Mino Ceramic Co. Ltd.,5356,XNGO,Building Materials/Products
Mirai Corp.,3476,XTKS,Industrial/Office REITs
Mirai Industry Co. Ltd.,7931,XTKS,Industrial Electronics
Mirai Works Inc.,6563,XTKS,Employment/Training Services
Miraial Co. Ltd.,4238,XTKS,Semiconductors
Mirainovate Co. Ltd.,3528,XTKS,Real Estate Developers
MIRAIT Holdings Corp.,1417,XTKS,Construction
Miroku Corp.,7983,XTKS,Defense Equipment/Products
Miroku Jyoho Service Co. Ltd.,9928,XTKS,Software
Misawa & Co. Ltd.,3169,XTKS,Home Goods Retail
Misonoza Theatrical Corp.,9664,XNGO,Recreational Services
Misumi Co. Ltd.,7441,XFKA,Wholesalers
Misumi Group Inc.,9962,XTKS,Wholesalers
Mitachi Co. Ltd.,3321,XTKS,Wholesalers
Mitani Corp.,8066,XTKS,Building Materials/Products
Mitani Sangyo Co. Ltd.,8285,XTKS,Wholesalers
Mitani Sekisan Co. Ltd.,5273,XTKS,Building Materials/Products
Mito Securities Co. Ltd.,8622,XTKS,Securities
Mitsuba Corp.,7280,XTKS,Motor Vehicle Parts
Mitsubishi Chemical Holdings Corp.,4188,XTKS,Chemicals
Mitsubishi Corp.,8058,XTKS,Wholesalers
Mitsubishi Electric Corp.,6503,XTKS,Industrial Electronics
Mitsubishi Estate Co. Ltd.,8802,XTKS,Real Estate Developers
Mitsubishi Estate Logistics REIT Investment Corp.,3481,XTKS,Industrial/Office REITs
Mitsubishi Gas Chemical Co. Inc.,4182,XTKS,Chemicals
Mitsubishi HC Capital Inc.,8593,XTKS,General Services
Mitsubishi Heavy Industries Ltd.,7011,XTKS,Construction
Mitsubishi Kakoki Kaisha Ltd.,6331,XTKS,Industrial Machinery
Mitsubishi Logisnext Co. Ltd.,7105,XTKS,Mobile Machinery
Mitsubishi Logistics Corp.,9301,XTKS,Transportation Services
Mitsubishi Materials Corp.,5711,XTKS,Non-Ferrous Metals
Mitsubishi Motors Corp.,7211,XTKS,Automobiles
Mitsubishi Paper Mills Ltd.,3864,XTKS,Paper/Pulp
Mitsubishi Pencil Co. Ltd.,7976,XTKS,Nondurable Household Products
Mitsubishi Research Institute Inc.,3636,XTKS,Computer Services
Mitsubishi Shokuhin Co. Ltd.,7451,XTKS,Food Products
Mitsubishi Steel Mfg. Co. Ltd.,5632,XTKS,Iron/Steel
Mitsubishi UFJ Financial Group Inc.,8306,XTKS,Major International Banks
Mitsuboshi Belting Ltd.,5192,XTKS,Industrial Products
Mitsui & Co. Ltd.,8031,XTKS,Diversified Holding Companies
Mitsui Chemicals Inc.,4183,XTKS,Chemicals
Mitsui DM Sugar Holdings Co. Ltd.,2109,XTKS,Food Products
Mitsui E&S Holdings Co. Ltd.,7003,XTKS,Water Transport/Shipping
Mitsui Fudosan Co. Ltd.,8801,XTKS,Real Estate Developers
Mitsui Fudosan Logistics Park Inc.,3471,XTKS,Industrial/Office REITs
Mitsui High-Tec Inc.,6966,XTKS,Industrial Electronics
Mitsui Matsushima Holdings Co. Ltd.,1518,XTKS,Coal
Mitsui Mining & Smelting Co. Ltd.,5706,XTKS,Non-Ferrous Metals
Mitsui O.S.K. Lines Ltd.,9104,XTKS,Water Transport/Shipping
Mitsui-Soko Holdings Co. Ltd.,9302,XTKS,Transportation Services
Mitsumura Printing Co. Ltd.,7916,XTKS,Printing
Mitsuuroko Group Holdings Co. Ltd.,8131,XTKS,Diversified Holding Companies
Miura Co. Ltd.,6005,XTKS,Building Materials/Products
mixi Inc.,2121,XTKS,Internet/Online
Miyairi Valve Mfg. Co. Ltd.,6495,XTKS,Industrial Machinery
Miyaji Engineering Group Inc.,3431,XTKS,Construction
Miyakoshi Holdings Inc.,6620,XTKS,Audio/Video Equipment
Miyazaki Bank Ltd.,8393,XTKS,Banking
Miyazaki Taiyo Bank Ltd.,8560,XFKA,Banking
Miyoshi Oil & Fat Co. Ltd.,4404,XTKS,Food Products
Mizuho Financial Group Inc.,8411,XTKS,Banking
Mizuho Leasing Co. Ltd.,8425,XTKS,General Services
Mizuho Medy Co. Ltd.,4595,XTKS,Medical Equipment/Supplies
Mizuno Corp.,8022,XTKS,Sports Goods
M-Mart Inc.,4380,XTKS,Food Retail
mobcast Holdings Inc.,3664,XTKS,Toys & Games
Mobile Factory Inc.,3912,XTKS,Software
Mobilus Corp.,4370,XTKS,Diversified Business Services
Mochida Pharmaceutical Co. Ltd.,4534,XTKS,Pharmaceuticals
Modalis Therapeutics Corp.,4883,XTKS,Biotechnology
MODEC Inc.,6269,XTKS,Oil & Gas Products/Services
Molitec Steel Co. Ltd.,5986,XTKS,Iron/Steel
Monex Group Inc.,8698,XTKS,Securities
Money Forward Inc.,3994,XTKS,Software
Money Partners Group Co. Ltd.,8732,XTKS,Securities
Monogatari Corp.,3097,XTKS,Restaurants
MonotaRO Co. Ltd.,3064,XTKS,Mixed Retailing
Moonbat Co. Ltd.,8115,XTKS,Clothing
Moresco Corp.,5018,XTKS,Chemicals
Mori Hills REIT Investment Corp.,3234,XTKS,Industrial/Office REITs
Mori Trust Hotel REIT Inc.,3478,XTKS,Hotel/Lodging REITs
Mori Trust Sogo REIT Inc.,8961,XTKS,Industrial/Office REITs
Mori-Gumi Co. Ltd.,1853,XTKS,Construction
Morinaga & Co. Ltd.,2201,XTKS,Food Products
Morinaga Milk Industry Co. Ltd.,2264,XTKS,Food Products
Morio Denki Co. Ltd.,6647,XTKS,Industrial Electronics
Moriroku Holdings Co. Ltd.,4249,XTKS,Diversified Holding Companies
Morishita Jintan Co. Ltd.,4524,XTKS,Personal Care Products/Appliances
Morita Holdings Corp.,6455,XTKS,Industrial Machinery
Morito Co. Ltd.,9837,XTKS,Clothing
Morningstar Japan K.K.,4765,XTKS,Publishing
Morozoff Ltd.,2217,XTKS,Food Products
Morpho Inc.,3653,XTKS,Software
Mortgage Service Japan Ltd.,7192,XTKS,Mortgages
Mory Industries Inc.,5464,XTKS,Iron/Steel
Mos Food Services Inc.,8153,XTKS,Restaurants
Mr. Max Holdings Ltd.,8203,XTKS,Home Goods Retail
MRK Holdings Inc.,9980,XTKS,Clothing
MRT Inc.,6034,XTKS,Employment/Training Services
MS&AD Insurance Group Holdings Inc.,8725,XTKS,Full-Line Insurance
MS&Consulting Co. Ltd.,6555,XTKS,Diversified Business Services
MTG Co. Ltd.,7806,XTKS,Mixed Retailing
MTI Ltd.,9438,XTKS,Wireless Telecommunications Services
Mugen Estate Co. Ltd.,3299,XTKS,Real Estate Developers
M-UP Holdings Inc.,3661,XTKS,Publishing
Murakami Corp.,7292,XTKS,Motor Vehicle Parts
Murata Manufacturing Co. Ltd.,6981,XTKS,Industrial Electronics
Musashi Seimitsu Industry Co. Ltd.,7220,XTKS,Motor Vehicle Parts
Musashino Bank Ltd.,8336,XTKS,Banking
Musashino Kogyo Co. Ltd.,9635,XTKS,Real Estate Developers
Mutoh Holdings Co. Ltd.,7999,XTKS,Computers/Consumer Electronics
Mynet Inc.,3928,XTKS,Toys & Games
Nabtesco Corp.,6268,XTKS,Precision Products
NAC Co. Ltd.,9788,XTKS,General Services
Nachi-Fujikoshi Corp.,6474,XTKS,Industrial Machinery
Nagahori Corp.,8139,XTKS,Jewelry & Watches
Nagaileben Co. Ltd.,7447,XTKS,Medical Equipment/Supplies
Nagano Bank Ltd.,8521,XTKS,Banking
Nagano Keiki Co. Ltd.,7715,XTKS,Precision Products
Nagase & Co. Ltd.,8012,XTKS,Chemicals
Nagatanien Holdings Co. Ltd.,2899,XTKS,Food Products
Nagawa Co. Ltd.,9663,XTKS,Residential Building Construction
Nagoya Electric Works Co. Ltd.,6797,XNGO,Motor Vehicle Parts
Nagoya Railroad Co. Ltd.,9048,XTKS,Railroads
Naigai Co. Ltd.,8013,XTKS,Clothing
Naigai Trans Line Ltd.,9384,XTKS,Water Transport/Shipping
Naikai Zosen Corp.,7018,XTKS,Water Transport/Shipping
Nakabayashi Co. Ltd.,7987,XTKS,Nondurable Household Products
Nakakita Seisakusho Co. Ltd.,6496,XTKS,Industrial Machinery
Nakamichi Leasing Co. Ltd.,8594,XSAP,General Services
Nakamoto Packs Co. Ltd.,7811,XTKS,Printing
Nakamura Choukou Co. Ltd.,6166,XTKS,Industrial Products
Nakamuraya Co. Ltd.,2204,XTKS,Food Products
Nakanihon Kogyo Co. Ltd.,9643,XNGO,Recreational Services
Nakanippon Casting Co. Ltd.,6439,XNGO,Industrial Products
Nakanishi Manufacturing Co. Ltd.,5941,XTKS,Housewares
Nakano Corp.,1827,XTKS,Construction
Nakayama Steel Works Ltd.,5408,XTKS,Iron/Steel
Nakayo Inc.,6715,XTKS,Networking
Namura Shipbuilding Co. Ltd.,7014,XTKS,Water Transport/Shipping
Nankai Plywood Co. Ltd.,7887,XTKS,Forestry & Wood Products
Nankai Tatsumura Construction Co. Ltd.,1850,XTKS,Construction
NanoCarrier Co. Ltd.,4571,XTKS,Pharmaceuticals
Nanto Bank Ltd.,8367,XTKS,Banking
Nanyo Corp.,7417,XTKS,Wholesalers
Narasaki Sangyo Co. Ltd.,8085,XTKS,Wholesalers
